position,velocity,acceleration,jerk,time,energy,reward,episode
-66.6871826648712,-0.5412671923637364,2.3841858e-07,0.0,121.49999999999737,0.0,-0.9535774756856229,1
-66.74130938291549,-0.5412671685218785,2.3841858e-07,0.0,121.59999999999737,0.0,-0.9535774756342424,1
-66.79543609857558,-0.5412671446800206,2.3841858e-07,0.0,121.69999999999736,0.0,-0.953577475582862,1
-66.84956281185148,-0.5412671208381626,2.3841858e-07,0.0,121.79999999999735,0.0,-0.9535774755314816,1
-66.9036895227432,-0.5412670969963047,2.3841858e-07,0.0,121.89999999999735,0.0,-0.9535774754801012,1
-66.95781623125075,-0.5412670731544468,2.3841858e-07,0.0,121.99999999999734,0.0,-0.9535774754287208,1
-67.0119429373741,-0.5412670493125888,2.3841858e-07,0.0,122.09999999999734,0.0,-0.9535774753773404,1
-67.06606964111327,-0.5412670254707309,2.3841858e-07,0.0,122.19999999999733,0.0,-0.9535774753259599,1
-67.12019634246825,-0.541267001628873,2.3841858e-07,0.0,122.29999999999733,0.0,-0.9535774752745796,1
-67.17432304143904,-0.541266977787015,2.3841858e-07,0.0,122.39999999999732,0.0,-0.9535774752231991,1
-67.22844973802565,-0.5412669539451571,2.3841858e-07,0.0,122.49999999999731,0.0,-0.9535774751718187,1
-67.28257643222807,-0.5412669301032992,2.3841858e-07,0.0,122.59999999999731,0.0,-0.9535774751204383,1
-67.33670312404631,-0.5412669062614412,2.3841858e-07,0.0,122.6999999999973,0.0,-0.9535774750690579,1
-67.39082981348037,-0.5412668824195833,2.3841858e-07,0.0,122.7999999999973,0.0,-0.9535774750176774,1
-67.44495650053022,-0.5412668585777254,2.3841858e-07,0.0,122.89999999999729,0.0,-0.9535774749662971,1
-67.4990831851959,-0.5412668347358675,2.3841858e-07,0.0,122.99999999999729,0.0,-0.9535774749149166,1
-67.55320986747739,-0.5412668108940095,2.3841858e-07,0.0,123.09999999999728,0.0,-0.9535774748635362,1
-67.6073365473747,-0.5412667870521516,2.3841858e-07,0.0,123.19999999999727,0.0,-0.9535774748121558,1
-67.66146322488783,-0.5412667632102937,2.3841858e-07,0.0,123.29999999999727,0.0,-0.9535774747607754,1
-67.71558990210292,-0.5412667810916871,-1.7881393e-07,4.172325134277344e-06,123.39999999999726,0.0,-0.9535776834155674,1
-67.76971658140418,-0.5412668049335451,-2.3841858e-07,5.960464477539062e-07,123.49999999999726,0.0,-0.9535775046530135,1
-67.82384326368567,-0.5412668406963319,-3.5762787e-07,1.1920928955078125e-06,123.59999999999725,0.0,-0.9535775345324066,1
-67.87796995013949,-0.5412668883800478,-4.7683716e-07,1.1920928955078125e-06,123.69999999999725,0.0,-0.9535775346351674,1
-67.93209664136168,-0.5412669360637636,-4.7683716e-07,0.0,123.79999999999724,0.0,-0.9535774751332834,1
-67.98622333735224,-0.5412669837474795,-4.7683716e-07,0.0,123.89999999999723,0.0,-0.9535774752360442,1
-68.04035003811117,-0.5412670314311954,-4.7683716e-07,0.0,123.99999999999723,0.0,-0.9535774753388051,1
-68.09447674363848,-0.5412670791149112,-4.7683716e-07,0.0,124.09999999999722,0.0,-0.9535774754415659,1
-68.14860345393416,-0.5412671267986271,-4.7683716e-07,0.0,124.19999999999722,0.0,-0.9535774755443267,1
-68.2027301689982,-0.541267174482343,-4.7683716e-07,0.0,124.29999999999721,0.0,-0.9535774756470875,1
-68.25685688883063,-0.5412672221660588,-4.7683716e-07,0.0,124.3999999999972,0.0,-0.9535774757498484,1
-68.31098361343142,-0.5412672698497747,-4.7683716e-07,0.0,124.4999999999972,0.0,-0.9535774758526092,1
